,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,Total Minutes,Total Calls,Total Charge,Churn Count,Costomer Service Frequency,User Value
717,AZ,67,415,404-4481,no,no,0,210.7,116,35.82,219.2,86,18.63,179.7,83,8.09,7.2,6,1.94,1,False,616.8,291,64.48,0,Low,High User
718,AK,127,408,383-9255,no,no,0,182.3,124,30.99,169.9,110,14.44,184.0,116,8.28,9.3,3,2.51,1,False,545.5,353,56.22,0,Low,Medium User
719,AK,78,510,418-9385,no,no,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,5,3.16,2,False,653.0,291,63.58,0,Medium,High User
720,CT,100,415,360-9676,no,yes,38,177.1,88,30.11,163.7,108,13.91,242.7,72,10.92,7.4,2,2.0,0,False,590.9,270,56.94,0,Low,Medium User
721,UT,103,510,327-3587,no,yes,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,True,434.09999999999997,287,39.65,1,High,Low User
722,KY,113,415,385-4715,no,no,0,215.6,96,36.65,193.4,127,16.44,105.4,115,4.74,13.5,3,3.65,1,False,527.9,341,61.480000000000004,0,Low,Medium User
723,MI,78,510,414-2695,no,no,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,11,3.78,3,False,595.7,305,56.64,0,Medium,Medium User
724,OR,129,510,331-5999,no,yes,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1,False,602.6999999999999,309,62.0,0,Low,High User
725,TN,57,510,337-7739,no,no,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,False,593.1,314,56.04,0,Medium,Medium User
726,WV,82,408,388-6658,no,no,0,143.7,116,24.43,170.7,99,14.51,287.7,95,12.95,7.8,5,2.11,1,False,609.8999999999999,315,54.0,0,Low,High User
727,NJ,64,415,405-6943,no,no,0,224.8,111,38.22,190.0,101,16.15,221.4,110,9.96,9.2,2,2.48,1,False,645.4000000000001,324,66.81,0,Low,High User
728,MS,86,510,382-4084,no,yes,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,False,643.0,329,73.01,0,Medium,High User
729,ME,151,415,352-8249,no,yes,26,196.5,98,33.41,175.8,111,14.94,221.8,124,9.98,13.4,5,3.62,0,False,607.5,338,61.949999999999996,0,Low,High User
730,WY,94,510,353-8363,no,no,0,271.2,105,46.1,202.6,105,17.22,221.6,51,9.97,11.5,3,3.11,3,True,706.9,264,76.4,1,Medium,High User
731,WY,90,415,416-2825,no,no,0,207.2,121,35.22,292.5,104,24.86,226.3,103,10.18,8.0,1,2.16,2,False,734.0,329,72.41999999999999,0,Medium,High User
732,IN,48,510,342-6696,no,no,0,300.4,94,51.07,133.2,103,11.32,197.4,94,8.88,7.2,5,1.94,2,False,638.2,296,73.21,0,Medium,High User
733,NM,85,408,338-9210,no,yes,37,229.6,123,39.03,132.3,90,11.25,211.9,76,9.54,9.5,8,2.57,2,False,583.3,297,62.39,0,Medium,Medium User
734,NJ,93,415,328-1768,yes,yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,False,544.7,335,57.470000000000006,0,Low,Medium User
735,DC,169,415,406-5870,yes,no,0,57.1,98,9.71,199.7,78,16.97,274.7,103,12.36,6.5,6,1.76,3,False,538.0,285,40.8,0,Medium,Medium User
736,UT,68,415,398-3834,no,no,0,162.1,86,27.56,155.0,86,13.18,189.7,87,8.54,11.0,9,2.97,5,True,517.8,268,52.24999999999999,1,High,Medium User
737,KY,91,415,330-7754,yes,no,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2,True,561.2,345,54.169999999999995,1,Medium,Medium User
738,KS,68,510,414-9054,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,False,622.0,295,60.13,0,Low,High User
739,MI,101,510,350-2832,no,no,0,190.7,72,32.42,208.6,103,17.73,203.8,111,9.17,8.8,8,2.38,1,False,611.8999999999999,294,61.70000000000001,0,Low,High User
740,UT,67,510,414-9027,no,yes,20,230.6,40,39.2,189.1,58,16.07,162.2,115,7.3,9.4,2,2.54,1,False,591.3,215,65.11,0,Low,Medium User
741,NE,66,415,337-1225,no,no,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,False,453.70000000000005,317,38.4,0,Low,Low User
742,FL,116,415,394-6577,no,yes,17,193.4,112,32.88,240.6,131,20.45,248.1,98,11.16,11.4,3,3.08,5,False,693.5,344,67.57,0,High,High User
743,LA,158,408,359-6995,no,no,0,202.0,126,34.34,163.5,86,13.9,195.4,84,8.79,10.4,6,2.81,1,False,571.3,302,59.84,0,Low,Medium User
744,MT,78,415,377-7561,no,no,0,191.7,122,32.59,241.4,88,20.52,203.5,86,9.16,9.1,5,2.46,1,False,645.7,301,64.72999999999999,0,Low,High User
745,WA,119,415,380-6631,no,yes,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,False,560.6,307,56.89,0,Low,Medium User
746,MI,120,415,390-8876,no,no,0,150.6,85,25.6,119.0,128,10.12,232.9,123,10.48,6.4,2,1.73,1,False,508.9,338,47.93,0,Low,Medium User
747,KY,155,510,413-2201,no,no,0,184.6,102,31.38,196.0,117,16.66,226.5,122,10.19,7.8,1,2.11,1,False,614.9,342,60.339999999999996,0,Low,High User
748,LA,106,408,374-2073,no,no,0,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,False,621.2,333,68.31,0,Low,High User
749,NM,87,510,417-1272,yes,no,0,167.3,119,28.44,198.5,119,16.87,133.1,88,5.99,11.0,6,2.97,1,False,509.9,332,54.27,0,Low,Medium User
750,AL,146,415,358-1129,no,yes,32,154.0,80,26.18,185.5,91,15.77,148.2,107,6.67,8.2,4,2.21,3,False,495.9,282,50.830000000000005,0,Medium,Low User
751,MO,101,415,394-1211,no,yes,29,121.1,116,20.59,186.4,100,15.84,241.7,75,10.88,10.1,6,2.73,0,False,559.3000000000001,297,50.04,0,Low,Medium User
752,CO,22,510,327-1319,no,yes,23,182.1,94,30.96,164.6,59,13.99,128.8,102,5.8,12.7,4,3.43,3,False,488.2,259,54.18,0,Medium,Low User
753,TX,90,415,399-4413,no,no,0,109.6,88,18.63,137.6,108,11.7,159.7,121,7.19,11.0,5,2.97,2,False,417.9,322,40.489999999999995,0,Medium,Low User
754,NY,41,415,393-9985,no,no,0,209.9,105,35.68,121.9,105,10.36,253.7,104,11.42,9.6,4,2.59,1,False,595.1,318,60.05,0,Low,Medium User
755,OR,69,415,401-8377,no,no,0,167.5,76,28.48,242.1,92,20.58,101.2,103,4.55,11.4,4,3.08,2,False,522.2,275,56.69,0,Medium,Medium User
756,WY,33,415,331-3202,no,no,0,213.9,88,36.36,239.8,119,20.38,148.7,71,6.69,9.8,14,2.65,2,False,612.2,292,66.08,0,Medium,High User
757,UT,112,415,358-5953,no,no,0,115.8,108,19.69,243.3,111,20.68,184.6,78,8.31,13.1,5,3.54,1,False,556.8000000000001,302,52.220000000000006,0,Low,Medium User
758,LA,108,510,380-7624,no,yes,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2,False,684.4,313,76.39000000000001,0,Medium,High User
759,NV,136,415,416-5261,no,yes,21,179.4,88,30.5,181.1,97,15.39,320.7,120,14.43,9.5,4,2.57,2,False,690.7,309,62.89,0,Medium,High User
760,NC,128,510,417-5067,no,no,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1,False,674.6,252,66.88000000000001,0,Low,High User
761,NC,27,408,345-6515,no,no,0,201.2,128,34.2,227.2,100,19.31,145.8,91,6.56,8.4,3,2.27,2,False,582.6,322,62.34000000000001,0,Medium,Medium User
762,WY,161,415,406-1349,yes,no,0,189.6,78,32.23,267.4,117,22.73,184.5,137,8.3,1.3,6,0.35,1,False,642.8,338,63.60999999999999,0,Low,High User
763,TN,33,415,360-9038,no,yes,35,186.8,124,31.76,261.0,69,22.19,317.8,103,14.3,15.0,5,4.05,0,False,780.6,301,72.3,0,Low,High User
764,FL,120,415,348-3444,no,yes,31,153.5,83,26.1,219.1,96,18.62,237.4,76,10.68,11.4,4,3.08,0,False,621.4,259,58.48,0,Low,High User
765,CA,113,415,370-2892,no,no,0,187.6,97,31.89,208.2,118,17.7,158.9,101,7.15,8.7,6,2.35,2,False,563.4,322,59.09,0,Medium,Medium User
766,PA,122,415,383-4061,yes,no,0,230.9,132,39.25,243.2,99,20.67,182.4,57,8.21,11.0,2,2.97,0,True,667.5,290,71.1,1,Low,High User
767,WV,148,415,391-7937,no,yes,26,244.9,150,41.63,118.0,138,10.03,236.0,91,10.62,15.2,4,4.1,2,False,614.1,383,66.38,0,Medium,High User
768,NJ,74,415,389-4083,no,no,0,230.9,93,39.25,223.0,78,18.96,157.8,101,7.1,9.7,2,2.62,3,False,621.4000000000001,274,67.93,0,Medium,High User
769,MT,106,415,410-9633,no,no,0,187.1,104,31.81,250.2,117,21.27,144.9,81,6.52,11.0,3,2.97,1,False,593.1999999999999,305,62.56999999999999,0,Low,Medium User
770,MN,179,415,418-9502,no,no,0,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,False,589.6999999999999,273,58.510000000000005,0,Low,Medium User
771,WI,149,415,339-6637,yes,yes,28,126.9,97,21.57,166.9,102,14.19,145.2,77,6.53,8.8,3,2.38,5,True,447.8,279,44.67,1,High,Low User
772,ID,77,510,356-3403,no,no,0,189.5,112,32.22,207.0,95,17.6,214.1,91,9.63,9.2,7,2.48,0,False,619.8000000000001,305,61.93,0,Low,High User
773,MA,127,408,371-9457,yes,no,0,176.9,110,30.07,167.9,100,14.27,182.2,138,8.2,7.7,2,2.08,1,True,534.7,350,54.620000000000005,1,Low,Medium User
774,OR,80,415,391-8087,no,no,0,161.1,99,27.39,198.8,81,16.9,228.4,116,10.28,10.6,4,2.86,1,False,598.9,300,57.43,0,Low,Medium User
775,MT,106,510,392-6420,no,no,0,169.4,107,28.8,197.2,71,16.76,202.2,79,9.1,10.7,4,2.89,1,False,579.5,261,57.550000000000004,0,Low,Medium User
776,AL,61,415,399-4094,no,yes,20,254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,0,False,678.0,324,71.14,0,Low,High User
777,ND,135,510,378-4013,yes,yes,24,127.7,54,21.71,215.0,105,18.28,234.3,84,10.54,5.8,4,1.57,2,False,582.8,247,52.1,0,Medium,Medium User
778,LA,115,415,386-6306,no,yes,26,170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,6,False,627.0,260,61.28,0,High,High User
779,ND,167,408,359-3618,yes,no,0,219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,2,False,641.0,295,68.23,0,Medium,High User
780,MS,107,510,340-8875,yes,no,0,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,False,622.1,248,72.00999999999999,0,Medium,High User
781,WV,112,415,330-2693,yes,no,0,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,False,507.5,390,53.519999999999996,0,Low,Medium User
782,WI,35,510,403-7627,no,yes,27,241.7,87,41.09,142.0,101,12.07,288.9,68,13.0,9.4,4,2.54,1,False,681.9999999999999,260,68.7,0,Low,High User
783,KS,103,408,342-3678,yes,no,0,62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,3,False,522.8,272,40.309999999999995,0,Medium,Medium User
784,MO,107,415,344-9943,no,yes,22,281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,1,False,675.4000000000001,350,73.78999999999999,0,Low,High User
785,PA,69,415,390-5686,no,no,0,228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,3,False,645.2,215,70.51,0,Medium,High User
786,SD,85,408,358-5826,no,no,0,209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,0,False,616.0,264,64.27,0,Low,High User
787,NJ,24,408,393-7826,no,no,0,265.6,86,45.15,208.8,102,17.75,182.5,105,8.21,11.1,6,3.0,2,True,668.0000000000001,299,74.11,1,Medium,High User
788,AL,90,415,335-9786,no,no,0,214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,2,False,478.2,294,55.75,0,Medium,Low User
789,ME,137,510,368-9860,no,no,0,110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,3,False,513.7,257,48.230000000000004,0,Medium,Medium User
790,AZ,92,415,416-9522,yes,yes,45,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,False,580.9,270,70.89,0,Low,Medium User
791,VT,38,415,416-7307,no,no,0,137.8,86,23.43,286.3,76,24.34,167.0,77,7.52,14.1,3,3.81,2,False,605.2,242,59.099999999999994,0,Medium,High User
792,NV,69,510,397-6789,yes,yes,33,271.5,98,46.16,253.4,102,21.54,165.4,85,7.44,8.2,2,2.21,1,True,698.5,287,77.34999999999998,1,Low,High User
793,WI,45,408,335-9501,no,no,0,112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9.0,3,2.43,2,False,580.8,337,51.02,0,Medium,Medium User
794,HI,73,408,388-1250,no,no,0,187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,1,False,609.6,318,63.83,0,Low,High User
795,DE,92,415,386-1374,no,no,0,197.0,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,1,False,636.0,298,66.45,0,Low,High User
796,AZ,113,415,346-8112,no,yes,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1,False,485.1,339,51.45,0,Low,Low User
797,VA,68,408,364-9040,yes,no,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,True,580.9,379,56.75,1,Low,Medium User
798,GA,135,415,366-3944,no,yes,22,197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,2,False,605.8000000000001,348,65.56,0,Medium,High User
799,AZ,100,415,331-9861,no,yes,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,False,520.9,370,51.74,0,Low,Medium User
800,MN,96,415,330-2881,no,yes,27,261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,1,False,672.9,296,74.32000000000001,0,Low,High User
801,ME,108,510,402-9558,no,no,0,246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,1,False,638.1,336,69.69,0,Low,High User
802,FL,84,510,341-3180,no,no,0,191.0,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,0,False,763.6,290,72.46000000000001,0,Low,High User
803,WA,134,408,371-8598,no,no,0,208.3,86,35.41,253.6,89,21.56,291.0,86,13.1,12.6,3,3.4,1,False,765.5,264,73.47,0,Low,High User
804,MT,72,415,398-8385,no,no,0,253.0,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,0,False,692.9,244,73.79,0,Low,High User
805,AL,83,408,333-4154,no,no,0,202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,0,False,512.3,284,57.94,0,Low,Medium User
806,WV,137,408,330-3589,no,no,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,False,477.40000000000003,344,51.83,0,Low,Low User
807,GA,56,415,417-1477,no,yes,30,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,False,505.9,319,48.27,0,Low,Medium User
808,OH,61,510,327-5525,yes,yes,16,143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,0,False,545.0999999999999,232,54.71999999999999,0,Low,Medium User
809,DE,171,510,363-8244,no,yes,17,186.9,94,31.77,240.0,138,20.4,200.9,64,9.04,5.8,3,1.57,1,False,633.5999999999999,299,62.78,0,Low,High User
810,NE,123,510,419-9104,no,no,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,False,594.4,344,63.4,0,Low,Medium User
811,FL,58,510,363-1560,no,no,0,234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,0,False,530.0,348,59.7,0,Low,Medium User
812,AK,156,510,341-4075,no,no,0,123.7,96,21.03,103.0,80,8.76,189.4,82,8.52,13.1,4,3.54,1,False,429.20000000000005,262,41.85,0,Low,Low User
813,WI,166,510,366-9074,no,no,0,173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,0,False,656.3999999999999,304,65.77,0,Low,High User
814,WA,75,510,367-1424,no,yes,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,False,518.4,297,50.62,0,Low,Medium User
815,KY,75,415,341-1191,no,no,0,314.6,102,53.48,169.8,86,14.43,285.1,100,12.83,5.7,3,1.54,2,True,775.2,291,82.28,1,Medium,High User
816,OH,83,510,342-9480,no,no,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,False,659.1999999999999,298,69.17999999999999,0,Low,High User
817,UT,243,510,355-9360,no,no,0,95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,2,False,530.0,279,43.82,0,Medium,Medium User
818,NM,153,408,343-1538,no,no,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,False,614.5,327,62.53,0,Low,High User
819,MN,150,415,335-2331,no,no,0,146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,1,False,596.8000000000001,334,56.2,0,Low,Medium User
820,WV,92,510,335-7257,no,yes,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2,False,458.2,332,49.53,0,Medium,Low User
821,MN,80,415,332-2137,no,no,0,105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,0,False,352.4,290,33.79,0,Low,Low User
822,AL,134,415,352-2998,no,no,0,178.0,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,1,False,580.1,283,57.14,0,Low,Medium User
823,PA,77,510,346-6941,no,yes,24,149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,1,False,457.70000000000005,236,46.49999999999999,0,Low,Low User
824,DE,147,510,400-2203,no,no,0,209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,2,False,502.59999999999997,308,56.629999999999995,0,Medium,Medium User
825,MO,74,415,421-2955,no,no,0,172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,1,False,577.6,315,58.580000000000005,0,Low,Medium User
826,IL,138,510,331-6629,yes,no,0,169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,1,False,580.8000000000001,315,58.129999999999995,0,Low,Medium User
827,FL,143,415,343-6314,no,no,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,False,642.0,357,58.03,0,Low,High User
828,HI,64,415,414-6638,no,no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,False,641.8,350,61.330000000000005,0,Medium,High User
829,ME,120,510,350-5883,no,no,0,198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,2,False,558.5999999999999,213,61.42,0,Medium,Medium User
830,CO,121,408,409-4447,yes,no,0,167.7,94,28.51,93.7,121,7.96,241.3,115,10.86,13.4,1,3.62,3,True,516.1,331,50.949999999999996,1,Medium,Medium User
831,NH,88,415,376-4856,no,no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,False,670.1999999999999,280,66.75999999999999,0,Medium,High User
832,SC,87,408,335-1874,no,no,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,True,722.6999999999999,331,83.14,1,Medium,High User
833,IN,100,510,397-6255,no,no,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,False,580.4,321,64.06,0,Low,Medium User
834,FL,104,415,381-5047,no,no,0,76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,3,False,427.7,287,35.54,0,Medium,Low User
835,GA,27,510,403-6850,no,no,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,False,357.0,266,35.72,0,Low,Low User
836,IL,81,415,375-3658,no,yes,31,210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,0,False,614.3,321,65.15,0,Low,High User
837,NC,64,510,341-2603,yes,yes,33,127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,0,False,545.6,319,48.79,0,Low,Medium User
838,VT,107,510,342-5062,no,yes,28,201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,1,False,744.1999999999999,348,73.59,0,Low,High User
839,DC,88,415,354-1558,no,yes,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,False,646.0000000000001,269,69.02,0,Low,High User
840,VT,111,408,351-9537,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3,False,604.1,348,52.44,0,Medium,High User
841,NV,77,415,401-1252,no,no,0,239.2,114,40.66,150.0,115,12.75,160.8,81,7.24,10.3,2,2.78,5,False,560.3,312,63.43,0,High,Medium User
842,OR,67,415,366-9538,yes,no,0,120.9,58,20.55,235.0,88,19.98,95.1,130,4.28,11.4,11,3.08,2,False,462.4,287,47.89,0,Medium,Low User
843,AL,102,408,364-7622,no,no,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,False,537.5,308,61.010000000000005,0,Low,Medium User
844,ND,146,408,393-9918,no,yes,19,176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,1,False,569.4,258,57.489999999999995,0,Low,Medium User
845,FL,144,415,376-4484,no,yes,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,False,682.2,296,76.11,0,Low,High User
846,NE,96,415,410-6791,no,no,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1,True,677.4,335,63.010000000000005,1,Low,High User
847,ND,70,415,343-2392,no,yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,False,585.3,282,52.24,0,Low,Medium User
848,ME,149,408,408-4323,no,no,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,False,646.5,306,68.53,0,Low,High User
849,IL,129,415,395-1718,no,no,0,198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,2,False,583.7,300,63.71999999999999,0,Medium,Medium User
850,WA,166,408,354-9492,no,no,0,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,False,584.1999999999999,343,65.14,0,Low,Medium User
851,MA,136,408,367-8168,yes,no,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,True,494.4,273,58.129999999999995,1,Medium,Low User
852,KS,149,510,340-3500,no,no,0,217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,3,False,727.7,267,73.06,0,Medium,High User
853,RI,70,415,369-4962,no,no,0,134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,3,False,638.4,305,56.71,0,Medium,High User
854,MO,120,415,334-8967,no,yes,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,False,707.7,308,70.92,0,Medium,High User
855,IA,66,510,402-2377,no,no,0,256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,2,False,630.0,383,68.99,0,Medium,High User
856,WY,104,408,366-3917,no,no,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,False,532.1,345,54.58,0,Low,Medium User
857,NV,160,415,333-3531,no,no,0,176.2,90,29.95,196.0,115,16.66,263.9,95,11.88,9.2,4,2.48,1,False,645.3,304,60.97,0,Low,High User
858,WI,129,415,333-8954,no,yes,37,205.0,94,34.85,165.4,103,14.06,185.0,81,8.32,11.7,8,3.16,1,False,567.1,286,60.39,0,Low,Medium User
859,AL,93,408,374-9203,no,no,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,True,764.8999999999999,281,79.36999999999999,1,Medium,High User
860,HI,169,415,334-3289,no,no,0,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,False,592.9,339,58.31,0,Medium,Medium User
861,MO,58,415,353-7822,no,no,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,False,570.3,361,55.55,0,Low,Medium User
862,CA,75,510,350-1422,no,yes,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,False,669.1999999999999,363,59.38,0,Medium,High User
863,MO,45,408,385-8406,no,no,0,207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,1,False,590.4999999999999,303,61.419999999999995,0,Low,Medium User
864,CT,155,510,380-7277,no,no,0,165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,3,False,438.2,323,49.74,0,Medium,Low User
865,MD,52,415,352-1798,no,no,0,209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,4,False,545.6,324,59.86000000000001,0,High,Medium User
866,OH,119,415,385-7922,no,yes,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,False,645.9,344,69.81,0,Low,High User
867,NV,86,510,353-7730,no,no,0,141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,1,False,514.4000000000001,263,48.830000000000005,0,Low,Medium User
868,MD,42,408,337-7163,no,no,0,196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4.0,7,1.08,0,False,585.0,324,61.44,0,Low,Medium User
869,NE,127,510,348-5567,yes,no,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,False,647.6999999999999,341,61.81,0,Medium,High User
870,OH,123,408,420-9575,no,no,0,105.0,150,17.85,251.6,90,21.39,258.0,93,11.61,14.9,5,4.02,0,False,629.5,338,54.870000000000005,0,Low,High User
871,MA,98,510,366-3358,no,no,0,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,True,757.6,345,78.13,1,High,High User
872,OK,149,510,359-9972,no,yes,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,False,633.6999999999999,284,63.79,0,Low,High User
873,MA,160,408,387-3332,no,no,0,166.8,109,28.36,236.0,117,20.06,307.6,77,13.84,9.3,1,2.51,1,False,719.7,304,64.77000000000001,0,Low,High User
874,WA,103,415,354-6960,no,no,0,204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,5,False,558.6999999999999,318,58.5,0,High,Medium User
875,HI,132,415,405-3335,no,yes,15,154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,1,False,557.9,328,56.309999999999995,0,Low,Medium User
876,CO,137,415,379-4257,no,no,0,127.0,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,False,601.6,311,57.57000000000001,0,Low,High User
877,FL,129,415,355-4992,yes,no,0,267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,1,False,589.1999999999999,313,69.44,0,Low,Medium User
